account_id,month_in_areas,total_arrears_amount,ptp_broken,ptp_kept,call_successful,call_unsuccessful,score,score %,score_id,behavior
31,0,0.0,0,0,0,3,210.0,40.0,1.0,Confident
57,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
75,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
103,6,3961.22,0,0,1,0,195.0,25.0,3.0,Non Confident
113,2,715.22,0,0,3,6,210.0,40.0,1.0,Confident
187,1,710.54,0,0,0,10,210.0,40.0,1.0,Confident
204,1,1437.64,1,0,1,13,210.0,40.0,1.0,Confident
208,0,0.0,0,0,0,5,210.0,40.0,1.0,Confident
277,0,0.0,0,1,1,1,210.0,40.0,1.0,Confident
479,0,470.01,5,0,5,8,220.0,40.0,1.0,Confident
483,0,0.0,0,0,0,4,210.0,40.0,1.0,Confident
517,2,6312.49,1,0,3,14,210.0,40.0,1.0,Confident
573,0,11.71,0,0,0,1,210.0,40.0,1.0,Confident
582,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
602,0,0.0,0,1,1,3,210.0,40.0,1.0,Confident
612,0,2.58,1,0,1,5,210.0,40.0,1.0,Confident
638,1,2389.82,1,1,4,9,210.0,40.0,1.0,Confident
679,0,0.0,1,0,1,2,210.0,40.0,1.0,Confident
692,0,384.11,0,0,0,5,210.0,40.0,1.0,Confident
695,0,0.0,0,1,2,7,210.0,40.0,1.0,Confident
700,0,100.03,0,0,0,4,210.0,40.0,1.0,Confident
701,0,2218.7,4,1,6,5,220.0,40.0,1.0,Confident
737,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
783,0,0.0,0,0,0,3,210.0,40.0,1.0,Confident
820,0,1257.18,0,0,1,5,210.0,40.0,1.0,Confident
847,0,172.89,0,0,0,12,210.0,40.0,1.0,Confident
874,0,0.0,0,1,1,0,210.0,40.0,1.0,Confident
875,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
876,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
882,0,0.0,0,1,1,0,210.0,40.0,1.0,Confident
928,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
974,0,1453.0,0,0,0,2,210.0,40.0,1.0,Confident
998,0,0.0,2,1,5,3,220.0,40.0,1.0,Confident
1014,0,45.16,0,0,0,2,210.0,40.0,1.0,Confident
1026,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
1033,0,561.17,0,0,1,1,210.0,40.0,1.0,Confident
1052,0,0.0,0,0,1,1,210.0,40.0,1.0,Confident
1066,1,1496.18,0,0,0,3,210.0,40.0,1.0,Confident
1084,0,0.0,2,0,2,0,210.0,40.0,1.0,Confident
1140,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
1156,0,76.71,0,0,1,0,210.0,40.0,1.0,Confident
1173,0,0.0,0,2,2,1,220.0,40.0,1.0,Confident
1187,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
1189,5,5820.78,0,0,1,1,205.0,35.0,2.0,Potential Confident
1196,1,3432.86,0,0,0,8,210.0,40.0,1.0,Confident
1218,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
1259,3,8021.53,0,0,1,0,205.0,35.0,2.0,Potential Confident
1269,0,0.0,2,0,2,2,210.0,40.0,1.0,Confident
1274,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
1276,0,0.88,0,0,0,1,210.0,40.0,1.0,Confident
1289,0,147.47,1,0,1,4,210.0,40.0,1.0,Confident
1298,0,0.82,0,0,0,5,210.0,40.0,1.0,Confident
1324,0,0.0,0,0,0,8,210.0,40.0,1.0,Confident
1351,0,0.0,0,0,0,8,210.0,40.0,1.0,Confident
1360,0,266.63,2,0,3,6,210.0,40.0,1.0,Confident
1380,0,0.0,1,0,1,10,210.0,40.0,1.0,Confident
1395,0,0.0,1,0,1,4,210.0,40.0,1.0,Confident
1453,0,620.1,0,0,0,12,210.0,40.0,1.0,Confident
1455,0,0.0,1,0,1,8,210.0,40.0,1.0,Confident
1512,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
1526,0,0.0,0,0,0,4,210.0,40.0,1.0,Confident
1530,0,571.25,0,0,0,1,210.0,40.0,1.0,Confident
1533,0,0.0,0,0,0,3,210.0,40.0,1.0,Confident
1546,0,451.57,0,0,0,3,210.0,40.0,1.0,Confident
1586,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
1595,0,0.0,1,0,1,1,210.0,40.0,1.0,Confident
1610,0,0.0,1,0,1,0,210.0,40.0,1.0,Confident
1655,0,0.0,0,0,0,7,210.0,40.0,1.0,Confident
1663,0,0.61,0,0,0,3,210.0,40.0,1.0,Confident
1668,0,0.0,0,0,0,4,210.0,40.0,1.0,Confident
1695,0,0.0,0,1,1,4,210.0,40.0,1.0,Confident
1699,1,1354.84,4,0,8,5,220.0,40.0,1.0,Confident
1738,0,0.0,1,1,2,3,210.0,40.0,1.0,Confident
1765,0,0.0,2,0,4,4,210.0,40.0,1.0,Confident
1771,0,0.0,1,0,1,3,210.0,40.0,1.0,Confident
1813,0,0.0,0,0,1,1,210.0,40.0,1.0,Confident
1863,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
1879,0,64.79,3,0,3,15,210.0,40.0,1.0,Confident
1893,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
1935,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
1991,0,664.51,1,0,1,3,210.0,40.0,1.0,Confident
2007,0,457.0,0,0,0,5,210.0,40.0,1.0,Confident
2022,0,0.0,0,0,0,6,210.0,40.0,1.0,Confident
2033,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
2052,0,24.85,0,0,0,4,210.0,40.0,1.0,Confident
2102,1,1186.6,0,0,0,11,210.0,40.0,1.0,Confident
2103,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
2153,0,0.0,0,1,1,2,210.0,40.0,1.0,Confident
2177,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
2193,0,0.0,0,1,1,0,210.0,40.0,1.0,Confident
2231,8,4187.16,0,0,1,4,195.0,25.0,3.0,Non Confident
2247,0,56.36,0,0,0,7,210.0,40.0,1.0,Confident
2259,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
2285,10,34561.26,0,0,0,1,195.0,25.0,3.0,Non Confident
2295,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
2299,0,0.0,0,0,0,5,210.0,40.0,1.0,Confident
2316,0,1757.85,0,1,1,15,210.0,40.0,1.0,Confident
2325,0,0.0,0,0,0,5,210.0,40.0,1.0,Confident
2344,0,0.0,0,0,0,9,210.0,40.0,1.0,Confident
2356,0,0.89,0,0,0,1,210.0,40.0,1.0,Confident
2363,0,0.0,1,0,2,5,210.0,40.0,1.0,Confident
2437,0,515.81,3,0,4,3,210.0,40.0,1.0,Confident
2441,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
2472,0,0.0,0,0,0,3,210.0,40.0,1.0,Confident
2536,0,104.89,2,1,3,12,210.0,40.0,1.0,Confident
2544,0,0.0,0,0,1,6,210.0,40.0,1.0,Confident
2675,0,0.0,0,1,1,1,210.0,40.0,1.0,Confident
2680,0,0.0,1,0,1,0,210.0,40.0,1.0,Confident
2727,1,1052.76,0,0,0,12,210.0,40.0,1.0,Confident
2728,0,0.0,2,0,2,0,210.0,40.0,1.0,Confident
2744,0,265.67,0,0,1,9,210.0,40.0,1.0,Confident
2753,7,3082.43,1,0,1,0,195.0,25.0,3.0,Non Confident
2754,0,0.0,0,1,1,0,210.0,40.0,1.0,Confident
2794,0,0.0,0,0,0,3,210.0,40.0,1.0,Confident
2827,0,92.32,2,0,2,8,210.0,40.0,1.0,Confident
2860,0,344.37,0,0,0,11,210.0,40.0,1.0,Confident
2913,1,909.3,0,0,0,16,210.0,40.0,1.0,Confident
2918,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
2931,25,23427.48,0,0,0,1,195.0,25.0,3.0,Non Confident
2934,0,108.51,0,0,0,1,210.0,40.0,1.0,Confident
2958,0,0.0,0,0,0,6,210.0,40.0,1.0,Confident
2974,9,21172.06,0,0,1,3,195.0,25.0,3.0,Non Confident
2996,0,0.0,0,0,0,6,210.0,40.0,1.0,Confident
3018,0,218.34,1,0,1,3,210.0,40.0,1.0,Confident
3034,0,0.0,0,0,1,9,210.0,40.0,1.0,Confident
3045,0,648.84,0,0,0,4,210.0,40.0,1.0,Confident
3069,0,305.51,2,0,3,15,210.0,40.0,1.0,Confident
3080,0,0.0,0,1,1,0,210.0,40.0,1.0,Confident
3094,0,230.43,0,0,0,15,210.0,40.0,1.0,Confident
3103,0,413.24,0,0,0,4,210.0,40.0,1.0,Confident
3158,0,0.0,0,0,0,6,210.0,40.0,1.0,Confident
3174,0,11.4,0,0,0,3,210.0,40.0,1.0,Confident
3194,1,1346.54,0,0,1,6,210.0,40.0,1.0,Confident
3213,0,0.0,0,1,1,0,210.0,40.0,1.0,Confident
3220,1,1952.85,0,0,1,8,210.0,40.0,1.0,Confident
3268,0,0.0,0,0,0,7,210.0,40.0,1.0,Confident
3286,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
3311,1,1578.84,2,0,2,2,210.0,40.0,1.0,Confident
3312,0,39.85,4,0,5,16,220.0,40.0,1.0,Confident
3322,6,6258.67,0,0,0,2,195.0,25.0,3.0,Non Confident
3326,0,0.0,0,0,0,3,210.0,40.0,1.0,Confident
3333,0,380.81,0,0,0,5,210.0,40.0,1.0,Confident
3334,0,616.92,0,1,0,8,210.0,40.0,1.0,Confident
3392,0,0.0,2,1,3,5,210.0,40.0,1.0,Confident
3402,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
3407,0,227.36,2,0,2,10,210.0,40.0,1.0,Confident
3412,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
3430,0,0.0,0,0,0,5,210.0,40.0,1.0,Confident
3436,1,1695.41,0,1,2,4,210.0,40.0,1.0,Confident
3445,0,0.14,0,0,0,4,210.0,40.0,1.0,Confident
3450,0,0.0,0,1,1,2,210.0,40.0,1.0,Confident
3483,0,0.0,0,0,0,3,210.0,40.0,1.0,Confident
3487,0,622.7,0,1,2,10,210.0,40.0,1.0,Confident
3531,0,0.0,1,0,1,5,210.0,40.0,1.0,Confident
3567,0,0.0,1,0,1,9,210.0,40.0,1.0,Confident
3576,1,965.89,0,0,0,15,210.0,40.0,1.0,Confident
3614,0,4.67,0,0,0,1,210.0,40.0,1.0,Confident
3616,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
3617,0,579.0,0,0,2,2,210.0,40.0,1.0,Confident
3662,0,0.0,0,0,0,5,210.0,40.0,1.0,Confident
3708,0,374.15,0,0,0,1,210.0,40.0,1.0,Confident
3727,0,0.0,0,0,0,4,210.0,40.0,1.0,Confident
3755,0,730.91,1,0,2,9,210.0,40.0,1.0,Confident
3773,0,1126.66,0,0,0,8,210.0,40.0,1.0,Confident
3806,0,0.0,1,0,1,1,210.0,40.0,1.0,Confident
3820,0,9.0,1,0,1,0,210.0,40.0,1.0,Confident
3822,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
3829,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
3843,1,773.27,2,0,2,3,210.0,40.0,1.0,Confident
3844,2,3795.58,0,0,1,0,210.0,40.0,1.0,Confident
3856,0,0.0,0,1,1,0,210.0,40.0,1.0,Confident
3871,0,406.21,5,0,8,7,220.0,40.0,1.0,Confident
3919,0,0.29,0,0,0,1,210.0,40.0,1.0,Confident
3924,0,0.0,0,0,1,6,210.0,40.0,1.0,Confident
3950,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
3954,0,663.45,0,0,0,2,210.0,40.0,1.0,Confident
3978,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
4017,0,1697.41,1,0,1,10,210.0,40.0,1.0,Confident
4034,0,581.9,0,0,0,4,210.0,40.0,1.0,Confident
4080,0,0.0,0,0,0,10,210.0,40.0,1.0,Confident
4093,0,2.24,0,0,0,10,210.0,40.0,1.0,Confident
4126,0,0.0,0,0,0,5,210.0,40.0,1.0,Confident
4144,0,0.0,1,0,1,0,210.0,40.0,1.0,Confident
4221,0,530.15,0,0,0,4,210.0,40.0,1.0,Confident
4231,0,0.26,2,0,2,2,210.0,40.0,1.0,Confident
4250,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
4259,0,0.0,2,1,3,12,210.0,40.0,1.0,Confident
4280,0,569.0,1,0,2,4,210.0,40.0,1.0,Confident
4294,2,1409.81,0,0,3,0,210.0,40.0,1.0,Confident
4328,0,4.85,2,0,2,2,210.0,40.0,1.0,Confident
4367,0,4.98,1,0,1,1,210.0,40.0,1.0,Confident
4374,0,443.44,0,0,0,6,210.0,40.0,1.0,Confident
4396,0,869.35,2,0,2,9,210.0,40.0,1.0,Confident
4404,0,0.0,0,0,0,3,210.0,40.0,1.0,Confident
4412,0,186.7,0,0,0,2,210.0,40.0,1.0,Confident
4420,1,840.02,0,1,1,3,210.0,40.0,1.0,Confident
4421,0,0.0,0,0,1,0,210.0,40.0,1.0,Confident
4448,0,330.22,1,0,2,4,210.0,40.0,1.0,Confident
4469,0,1.74,0,0,1,8,210.0,40.0,1.0,Confident
4502,0,0.0,1,0,1,2,210.0,40.0,1.0,Confident
4511,1,646.2,0,0,0,5,210.0,40.0,1.0,Confident
4533,0,245.61,0,0,0,2,210.0,40.0,1.0,Confident
4664,0,715.64,2,0,3,3,210.0,40.0,1.0,Confident
4742,0,0.0,0,0,0,9,210.0,40.0,1.0,Confident
4781,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
4789,0,0.0,1,0,2,3,210.0,40.0,1.0,Confident
4793,1,1152.44,1,0,0,9,210.0,40.0,1.0,Confident
4805,0,0.0,0,0,0,3,210.0,40.0,1.0,Confident
4842,0,0.0,0,0,0,6,210.0,40.0,1.0,Confident
4850,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
4902,0,0.0,1,0,1,1,210.0,40.0,1.0,Confident
4904,4,7222.34,0,0,1,2,205.0,35.0,2.0,Potential Confident
4911,0,0.0,1,1,2,7,210.0,40.0,1.0,Confident
4928,6,6710.05,0,0,1,0,195.0,25.0,3.0,Non Confident
4939,0,0.0,0,0,0,3,210.0,40.0,1.0,Confident
4954,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
4972,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
4976,0,0.0,0,0,0,7,210.0,40.0,1.0,Confident
4984,0,227.72,0,0,0,6,210.0,40.0,1.0,Confident
5011,1,658.29,0,0,2,8,210.0,40.0,1.0,Confident
5038,0,0.0,0,0,1,8,210.0,40.0,1.0,Confident
5042,0,0.0,2,0,4,4,210.0,40.0,1.0,Confident
5044,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
5049,0,2.3,1,0,1,8,210.0,40.0,1.0,Confident
5061,2,1625.66,0,0,0,1,210.0,40.0,1.0,Confident
5075,0,471.18,4,0,4,9,210.0,40.0,1.0,Confident
5086,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
5087,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
5102,0,268.96,0,0,1,0,210.0,40.0,1.0,Confident
5115,0,0.0,0,0,0,3,210.0,40.0,1.0,Confident
5124,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
5145,0,0.0,1,1,2,1,210.0,40.0,1.0,Confident
5160,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
5170,0,0.0,0,1,1,1,210.0,40.0,1.0,Confident
5227,0,0.0,0,0,0,6,210.0,40.0,1.0,Confident
5257,0,1070.8,0,0,0,3,210.0,40.0,1.0,Confident
5273,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
5302,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
5315,2,4958.3,0,0,0,2,210.0,40.0,1.0,Confident
5322,0,0.0,0,1,1,0,210.0,40.0,1.0,Confident
5331,0,0.0,0,1,1,1,210.0,40.0,1.0,Confident
5374,0,0.0,0,0,1,5,210.0,40.0,1.0,Confident
5375,0,90.0,1,0,1,1,210.0,40.0,1.0,Confident
5382,0,0.0,0,0,0,3,210.0,40.0,1.0,Confident
5414,0,0.0,0,0,0,5,210.0,40.0,1.0,Confident
5473,1,1748.12,3,0,4,6,210.0,40.0,1.0,Confident
5475,0,0.0,1,0,1,0,210.0,40.0,1.0,Confident
5522,0,975.92,0,0,0,10,210.0,40.0,1.0,Confident
5540,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
5568,1,129.83,0,1,1,2,210.0,40.0,1.0,Confident
5584,0,2.33,0,0,0,8,210.0,40.0,1.0,Confident
5591,0,0.0,1,0,1,3,210.0,40.0,1.0,Confident
5592,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
5601,1,1064.22,0,0,0,5,210.0,40.0,1.0,Confident
5702,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
5703,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
5715,0,864.34,0,0,2,7,210.0,40.0,1.0,Confident
5723,0,150.0,2,1,5,4,220.0,40.0,1.0,Confident
5742,0,0.0,0,0,1,0,210.0,40.0,1.0,Confident
5762,0,0.0,0,0,0,5,210.0,40.0,1.0,Confident
5784,1,2342.95,3,0,4,2,210.0,40.0,1.0,Confident
5787,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
5788,0,0.0,0,0,0,7,210.0,40.0,1.0,Confident
5847,0,244.54,0,0,0,1,210.0,40.0,1.0,Confident
5852,0,716.77,1,2,4,4,220.0,40.0,1.0,Confident
5858,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
5864,0,0.76,0,0,3,5,210.0,40.0,1.0,Confident
5867,1,1691.85,0,0,0,13,210.0,40.0,1.0,Confident
5885,0,0.0,0,1,1,0,210.0,40.0,1.0,Confident
5895,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
5896,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
5916,2,1776.0,2,0,2,12,210.0,40.0,1.0,Confident
5964,0,1569.24,0,0,0,3,210.0,40.0,1.0,Confident
5989,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
6022,0,0.0,2,1,4,2,210.0,40.0,1.0,Confident
6071,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
6088,1,913.82,0,0,2,8,210.0,40.0,1.0,Confident
6092,0,409.38,0,0,0,14,210.0,40.0,1.0,Confident
6108,1,2977.39,0,0,1,5,210.0,40.0,1.0,Confident
6132,0,1635.78,0,0,1,9,210.0,40.0,1.0,Confident
6157,2,1729.34,1,0,2,3,210.0,40.0,1.0,Confident
6183,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
6202,0,0.0,0,0,0,5,210.0,40.0,1.0,Confident
6210,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
6224,0,0.0,1,1,2,2,210.0,40.0,1.0,Confident
6225,0,0.0,0,1,1,4,210.0,40.0,1.0,Confident
6253,0,0.0,1,0,1,11,210.0,40.0,1.0,Confident
6272,0,795.79,1,0,1,1,210.0,40.0,1.0,Confident
6309,3,200.25,0,0,0,1,205.0,35.0,2.0,Potential Confident
6403,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
6415,1,794.27,1,2,2,1,220.0,40.0,1.0,Confident
6416,0,0.0,2,0,2,4,210.0,40.0,1.0,Confident
6427,0,159.85,0,0,0,3,210.0,40.0,1.0,Confident
6432,0,0.0,0,0,0,5,210.0,40.0,1.0,Confident
6453,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
6458,1,841.09,0,0,0,7,210.0,40.0,1.0,Confident
6468,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
6475,0,0.0,0,0,0,4,210.0,40.0,1.0,Confident
6486,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
6533,0,0.0,0,0,1,0,210.0,40.0,1.0,Confident
6551,0,0.0,0,0,0,4,210.0,40.0,1.0,Confident
6574,0,2.12,2,1,4,4,210.0,40.0,1.0,Confident
6598,3,377.94,0,0,1,3,205.0,35.0,2.0,Potential Confident
6651,0,0.0,1,0,1,2,210.0,40.0,1.0,Confident
6684,0,295.39,0,0,2,8,210.0,40.0,1.0,Confident
6711,0,0.0,0,1,1,4,210.0,40.0,1.0,Confident
6736,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
6750,0,685.78,1,0,1,23,210.0,40.0,1.0,Confident
6753,0,0.0,0,0,1,6,210.0,40.0,1.0,Confident
6769,0,99.19,2,0,2,9,210.0,40.0,1.0,Confident
6775,1,1522.08,3,0,3,6,210.0,40.0,1.0,Confident
6953,0,0.48,0,0,0,2,210.0,40.0,1.0,Confident
6973,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
6980,0,0.0,4,0,4,0,210.0,40.0,1.0,Confident
7000,1,1790.49,0,0,0,12,210.0,40.0,1.0,Confident
7079,0,808.83,1,0,1,2,210.0,40.0,1.0,Confident
7084,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
7091,10,7810.93,0,0,0,1,195.0,25.0,3.0,Non Confident
7108,0,0.0,0,1,1,0,210.0,40.0,1.0,Confident
7111,0,245.19,0,0,0,1,210.0,40.0,1.0,Confident
7121,0,55.96,0,0,0,4,210.0,40.0,1.0,Confident
7143,0,1464.21,0,0,0,10,210.0,40.0,1.0,Confident
7155,0,421.9,0,0,0,3,210.0,40.0,1.0,Confident
7158,0,0.0,1,0,1,5,210.0,40.0,1.0,Confident
7172,0,488.37,0,0,0,9,210.0,40.0,1.0,Confident
7203,0,22.93,0,0,0,1,210.0,40.0,1.0,Confident
7255,0,0.0,1,1,2,2,210.0,40.0,1.0,Confident
7295,0,1.36,0,0,1,3,210.0,40.0,1.0,Confident
7301,0,0.0,1,0,1,0,210.0,40.0,1.0,Confident
7313,0,0.0,1,0,1,0,210.0,40.0,1.0,Confident
7326,0,0.0,0,0,0,6,210.0,40.0,1.0,Confident
7331,0,0.0,0,0,0,3,210.0,40.0,1.0,Confident
7352,1,3062.71,0,0,0,10,210.0,40.0,1.0,Confident
7365,0,0.0,0,1,1,0,210.0,40.0,1.0,Confident
7369,0,0.0,3,2,5,2,230.0,40.0,1.0,Confident
7373,0,1581.34,1,0,1,8,210.0,40.0,1.0,Confident
7404,0,2.28,0,0,1,9,210.0,40.0,1.0,Confident
7413,2,1567.14,0,0,0,1,210.0,40.0,1.0,Confident
7427,0,202.01,0,1,2,2,210.0,40.0,1.0,Confident
7430,0,272.77,4,1,5,9,220.0,40.0,1.0,Confident
7459,0,0.0,0,0,0,5,210.0,40.0,1.0,Confident
7536,0,0.0,0,1,1,3,210.0,40.0,1.0,Confident
7538,0,0.0,0,2,2,1,220.0,40.0,1.0,Confident
7552,0,0.0,0,0,0,8,210.0,40.0,1.0,Confident
7583,1,272.88,1,0,1,10,210.0,40.0,1.0,Confident
7585,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
7590,0,33.45,0,0,0,10,210.0,40.0,1.0,Confident
7600,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
7603,0,198.77,0,0,2,1,210.0,40.0,1.0,Confident
7604,0,1551.09,4,1,5,6,220.0,40.0,1.0,Confident
7620,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
7648,0,280.98,0,0,0,8,210.0,40.0,1.0,Confident
7688,0,0.0,3,0,3,11,210.0,40.0,1.0,Confident
7700,0,2220.18,2,0,5,8,220.0,40.0,1.0,Confident
7721,0,859.96,0,0,0,1,210.0,40.0,1.0,Confident
7739,1,2240.14,5,0,5,8,220.0,40.0,1.0,Confident
7755,0,0.0,0,1,1,1,210.0,40.0,1.0,Confident
7778,0,0.0,0,0,0,7,210.0,40.0,1.0,Confident
7793,0,1437.34,0,0,0,1,210.0,40.0,1.0,Confident
7848,0,0.0,1,1,3,3,210.0,40.0,1.0,Confident
7872,0,0.0,1,0,1,0,210.0,40.0,1.0,Confident
7899,0,1099.8,0,0,0,4,210.0,40.0,1.0,Confident
7908,0,28.99,0,0,0,6,210.0,40.0,1.0,Confident
7912,0,1074.22,0,0,1,5,210.0,40.0,1.0,Confident
7925,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
8017,0,0.33,0,0,0,7,210.0,40.0,1.0,Confident
8023,0,12.21,2,1,3,1,210.0,40.0,1.0,Confident
8025,0,0.0,1,0,1,3,210.0,40.0,1.0,Confident
8039,0,0.0,0,1,1,1,210.0,40.0,1.0,Confident
8065,0,218.5,0,0,0,14,210.0,40.0,1.0,Confident
8104,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
8125,0,0.0,0,1,1,0,210.0,40.0,1.0,Confident
8150,0,0.0,0,0,0,4,210.0,40.0,1.0,Confident
8170,0,0.0,1,0,1,0,210.0,40.0,1.0,Confident
8180,0,0.0,0,0,0,4,210.0,40.0,1.0,Confident
8209,0,139.79,0,0,0,1,210.0,40.0,1.0,Confident
8219,2,4125.81,1,0,2,1,210.0,40.0,1.0,Confident
8249,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
8276,0,0.0,0,1,1,0,210.0,40.0,1.0,Confident
8297,1,975.0,0,0,0,15,210.0,40.0,1.0,Confident
8336,1,1428.66,3,0,4,16,210.0,40.0,1.0,Confident
8346,0,13.01,0,0,0,4,210.0,40.0,1.0,Confident
8358,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
8395,0,0.0,0,0,0,4,210.0,40.0,1.0,Confident
8414,0,111.84,1,0,1,6,210.0,40.0,1.0,Confident
8443,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
8449,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
8450,0,0.0,1,0,1,0,210.0,40.0,1.0,Confident
8456,2,2222.88,3,0,4,11,210.0,40.0,1.0,Confident
8459,0,0.0,0,1,1,0,210.0,40.0,1.0,Confident
8486,1,764.06,0,0,0,5,210.0,40.0,1.0,Confident
8529,1,717.87,3,0,3,10,210.0,40.0,1.0,Confident
8556,0,0.0,0,0,0,4,210.0,40.0,1.0,Confident
8588,1,698.35,9,0,9,2,215.0,40.0,1.0,Confident
8592,0,-7.0,0,0,2,0,210.0,40.0,1.0,Confident
8666,1,471.39,0,0,0,4,210.0,40.0,1.0,Confident
8693,2,600.17,0,0,1,6,210.0,40.0,1.0,Confident
8708,0,0.0,0,0,0,2,210.0,40.0,1.0,Confident
8782,0,0.0,0,1,1,0,210.0,40.0,1.0,Confident
8817,0,0.0,1,1,2,2,210.0,40.0,1.0,Confident
8834,0,1.54,0,0,0,13,210.0,40.0,1.0,Confident
8839,0,0.0,0,1,1,2,210.0,40.0,1.0,Confident
8843,2,1050.26,1,1,1,2,210.0,40.0,1.0,Confident
8856,0,0.0,0,0,0,13,210.0,40.0,1.0,Confident
8858,1,634.95,0,0,0,4,210.0,40.0,1.0,Confident
8859,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
8869,0,97.72,0,0,0,2,210.0,40.0,1.0,Confident
8896,2,813.68,0,0,0,6,210.0,40.0,1.0,Confident
8911,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
8953,0,0.0,0,2,2,0,220.0,40.0,1.0,Confident
8963,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
9025,0,210.55,0,0,0,5,210.0,40.0,1.0,Confident
9031,0,123.57,0,0,0,2,210.0,40.0,1.0,Confident
9059,0,0.0,1,1,2,5,210.0,40.0,1.0,Confident
9078,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
9133,0,0.0,0,0,0,5,210.0,40.0,1.0,Confident
9141,0,434.67,0,0,0,4,210.0,40.0,1.0,Confident
9156,0,0.3,3,0,3,8,210.0,40.0,1.0,Confident
9157,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
9188,0,0.0,0,0,0,1,210.0,40.0,1.0,Confident
